key,name
865,electro backbeat
866,maluka
867,sephardic music
868,techno
869,experimental noise
870,gabber
871,cadence-lypso
872,louisiana swamp pop
873,christian industrial
874,guajira
875,new york blues
876,kulning
877,oldies
878,itsmenos
879,freestyle
880,sabar
881,dixieland
882,tala
883,pop rap
884,stoner metal
885,musette
886,warabe uta
887,groove metal
888,flower power
889,kirtan
890,country blues
891,outlaw country
892,khene
893,mor lam sing
894,psychobilly
895,couple de sonneurs
896,latin pop
897,ilahije
898,mafioso rap
899,highlife fusion
900,dance-punk
901,st. louis blues
902,flamenco
903,mbalax
904,unblack metal
905,salsa
906,carceleras
907,cariso
908,reel
909,pelimanni music
910,narodna muzika
911,hip hop & rap
912,medieval music
913,space age pop
914,arab pop
915,carimbo
916,shabad
917,dadra
918,vispop
919,cafe-aman
920,glam rock
921,progressive death metal
922,indo rock
923,wassoulou
924,samba-rock
925,goombay
926,hasaposerviko
927,synthpop
928,doomcore
929,skald
930,dansband
931,progressive folk
932,wong shadow
933,musica popular brasileira
934,dutch jazz
935,modern classical music
936,ke-kwe
937,baggy
938,crunkcore
939,finger-style
940,jenkka
941,hymn
942,avant-garde
943,bamboo band
944,dance-rock
945,bangsawan
946,krzesany
947,congo
948,intelligent dance music
949,neo-medieval
950,cavacha
951,post disco
952,kalamatiano
953,franco-country
954,dance
955,gypsy jazz
956,toeshey
957,boogie woogie
958,electronica
959,hua'er
960,j-pop
961,muwashshah
962,strathspeys
963,jibaro
964,indietronica
965,piyyutim
966,4x4 garage
967,speedcore
968,new prog
969,contonbley
970,komagaku
971,tech trance
972,dondang sayang
973,heavy metal
974,british invasion
975,hillybilly music
976,2 tone
977,p-funk
978,melodic black metal
979,shape note
980,zajal
981,bal-musette
982,chakacha
983,chorinho
984,kveding
985,kolomyjka
986,jonnycore
987,arabic pop
988,gabba
989,roots rock reggae
990,acousticana
991,death metal
992,stoner rock
993,blue-eyed soul
994,minneapolis sound
995,pambiche
996,junkanoo
997,soul
998,jtek
999,dirty south
1000,oi!
1001,de jale
1002,anime music
1003,mathcore
1004,dream pop
1005,concerto
1006,east coast hip hop
1007,modern rock
1008,idm
1009,marimba
1010,samba
1011,funana
1012,hora lunga
1013,gar
1014,pols
1015,compas direct
1016,ca pe lunca
1017,kulintang
1018,zeibekiko
1019,gothic rock
1020,pow-wow
1021,juju
1022,rap metal
1023,jariang
1024,contemporary christian music
1025,children's music
1026,skiffle
1027,turkish music
1028,maracatu
1029,bachata
1030,conjunto
1031,technoid
1032,gharnati
1033,western
1034,indie rock
1035,fjatpangarri
1036,jazz metal
1037,makossa-soukous
1038,luk grung
1039,spectralism
1040,brazilian funk
1041,nashville sound
1042,calgia
1043,fulia
1044,progressive electronic music
1045,gamelan salendro
1046,tinku
1047,gypsy punk
1048,comparsa
1049,gaita
1050,loki djili
1051,liquid funk
1052,big band
1053,plainchant
1054,soul music
1055,jam band
1056,horrorcore rap
1057,avant-garde music
1058,brown-eyed soul
1059,cuarteto
1060,horror punk
1061,jamrieng samai
1062,naturalismo
1063,sea shanty
1064,mor lam
1065,pinoy pop
1066,soul jazz
1067,garage rock
1068,ppongtchak
1069,emocore
1070,gambang kromong
1071,microhouse
1072,emo rap
1073,songo-salsa
1074,new rave
1075,technical death metal
1076,matamuerte
1077,bitpop
1078,swamp rock
1079,rhyming spiritual
1080,nu breaks
1081,dubtronica
1082,klasik
1083,rave
1084,ottava rima
1085,hard rock
1086,hiplife
1087,hard bop
1088,elevator music
1089,irish rebel music
1090,skate punk
1091,gamelan gede
1092,diva house
1093,kvaedi
1094,sludge metal
1095,lounge music
1096,mexican son
1097,neoclassical music
1098,contradanza
1099,celtic rock
1100,khelimaski djili
1101,countrypolitan
1102,disney pop
1103,film score
1104,soul blues
1105,manzuma
1106,gangsta rap
1107,carnatic music
1108,funeral doom
1109,shoka
1110,zouglou
1111,christmas carol
1112,experimental pop
1113,industrial musical
1114,post-minimalism
1115,farruca
1116,post-punk
1117,krump
1118,peace punk
1119,tejano
1120,gamelan selunding
1121,northern soul
1122,min'yo
1123,teen pop
1124,shan'ge
1125,funk
1126,post-rock
1127,punk jazz
1128,ethereal pop
1129,electronic
1130,noise pop
1131,maluf
1132,organum
1133,katajjaq
1134,coupe-decale
1135,calentanos
1136,indie folk
1137,funky house
1138,rai
1139,cantopop
1140,psych folk
1141,reggae highlife
1142,zouk
1143,chip music
1144,kecapi suling
1145,bubblegum pop
1146,hardcore punk
1147,de pahar
1148,crossover thrash metal
1149,chowtal
1150,techtonik
1151,cartageneras
1152,shibuya-kei
1153,acoustic music
1154,madchester
1155,rhapsody
1156,tanchaz
1157,haqibah
1158,gong-chime music
1159,world fusion music
1160,chamber jazz
1161,cakewalk
1162,samba-cancao
1163,gothic metal
1164,rocksteady
1165,gandrung
1166,dementia
1167,samba-reggae
1168,celtic
1169,khoomei
1170,canto livre
1171,mpb
1172,schranz
1173,swing music
1174,2-step garage
1175,reggae fusion
1176,jug band
1177,mezwed
1178,raw rock
1179,italo dance
1180,chastushki
1181,verbunkos
1182,lowercase
1183,qasidah modern
1184,west coast hip hop
1185,memphis blues
1186,black metal
1187,vocal music
1188,space music
1189,program symphony
1190,russian pop
1191,breakbeat
1192,qasidah
1193,cantique
1194,kebyar
1195,power noise
1196,waila
1197,requiem
1198,goregrind
1199,chalga
1200,vocal
1201,bakshy
1202,girl group
1203,llanto
1204,queercore
1205,cantiga
1206,ballad
1207,folktronica
1208,hesher
1209,happy hardcore
1210,bhajan
1211,drag
1212,comedy rock
1213,klezmer
1214,chutney
1215,tarantella
1216,polonaise
1217,berlin school of electronic music
1218,broken beat
1219,joged bumbung
1220,urban jazz
1221,country pop
1222,noh
1223,hat chau van
1224,new pop
1225,dhamar
1226,memphis soul
1227,trip rock
1228,underground music
1229,8-bit
1230,musica campesina
1231,meditation
1232,salsa erotica
1233,bass music
1234,kantadhes
1235,pop folk
1236,bakersfield sound
1237,neue deutsche harte
1238,corsican polyphonic song
1239,yodeling
1240,hard trance
1241,international latin
1242,chutney-soca
1243,new school hip hop
1244,blues ballad
1245,music drama
1246,women's music
1247,barbershop music
1248,flamenco rumba
1249,eurotrance
1250,kwaito
1251,mainstream jazz
1252,situational
1253,mazurka
1254,deathgrind
1255,cadence rampa
1256,speed metal
1257,porro
1258,letkajenkka
1259,political hip hop
1260,cha-cha-cha
1261,electronic body music
1262,highlands
1263,jit
1264,anarcho punk
1265,deathcore
1266,dongjing
1267,shock rock
1268,caracoles
1269,jaipongan
1270,illbient
1271,post-metal
1272,cello rock
1273,visual kei
1274,palm-wine
1275,jamana kura
1276,brass band
1277,canatronic
1278,swamp pop
1279,jump blues
1280,dunun
1281,kabuki
1282,argentine rock
1283,csardas
1284,bend-skin
1285,symphonic rock
1286,canto popular
1287,dixieland jazz
1288,petenera
1289,kussunde
1290,drone metal
1291,speed garage
1292,turntablism
1293,canzone napoletana
1294,minimalist music
1295,spirituals
1296,hornpipe
1297,industrial hip-hop
1298,gunchei
1299,spouge
1300,latin jazz
1301,modern laika
1302,timbila
1303,contemporary r&b
1304,christian hardcore
1305,electro-industrial
1306,dhimotika
1307,kan ha diskan
1308,crust punk
1309,jegog
1310,progressive metal
1311,icaro
1312,riot grrrl
1313,indie pop
1314,deep funk
1315,melodic hardcore
1316,niche
1317,acapella
1318,norae undong
1319,biomusic
1320,waltz
1321,bebop
1322,nu soul
1323,apala
1324,mutuashi
1325,mangue bit
1326,dronology
1327,essential rock
1328,sinawi
1329,joged
1330,easy listening
1331,hindustani classical music
1332,string quartet
1333,chzalni
1334,rebetiko
1335,calypso jazz
1336,instrumental rock
1337,mozambique
1338,lelio
1339,comedy rap
1340,praise song
1341,sawt
1342,post-disco
1343,disco
1344,emo
1345,sambai
1346,daina
1347,hip hop
1348,funkcore
1349,lieder
1350,christian music
1351,tuvan throat-singing
1352,malhun
1353,swing
1354,christian hip hop
1355,extreme metal
1356,jig
1357,ciganyzene
1358,goa
1359,new orleans blues
1360,capoeira music
1361,bata-rumba
1362,nordic folk music
1363,mento
1364,lubbock sound
1365,surf ballad
1366,jazz blues
1367,sophisti-pop
1368,dhun
1369,ondo
1370,ashiq
1371,neo-psychedelia
1372,chicano rap
1373,jure
1374,divine rock
1375,bhangragga
1376,grindcore
1377,anti-folk
1378,folk pop
1379,batcave
1380,merengue tipico moderno
1381,dark ambient
1382,renaissance music
1383,kuduro
1384,glam metal
1385,gregorian chant
1386,uplifting trance
1387,inuit music
1388,african rumba
1389,galant
1390,exotica
1391,dubstep
1392,kagyupa chanting
1393,korean pop
1394,paisley underground
1395,ska
1396,dancehall
1397,oratorio
1398,ibiza music
1399,polska
1400,crossover jazz
1401,japanese pop
1402,martinetes
1403,psychedelic trance
1404,nangma
1405,dance music
1406,tropipop
1407,deathrock
1408,pagan rock
1409,progressive bluegrass
1410,swamp blues
1411,classic female blues
1412,nordic folk dance music
1413,freetekno
1414,jazz-rock
1415,freak-folk
1416,symphonic metal
1417,power metal
1418,no wave
1419,yo-pop
1420,koumpaneia
1421,freestyle house
1422,ronggeng
1423,mambo
1424,merengue-bomba
1425,de dragoste
1426,classic rock
1427,pinpeat orchestra
1428,cadence
1429,uplifting
1430,experimental music
1431,light music
1432,latin american
1433,calypso-style baila
1434,saya
1435,sanjo
1436,makossa
1437,hapa haole
1438,oltului
1439,nganja
1440,worldbeat
1441,glam punk
1442,rock opera
1443,cocobale
1444,rara
1445,goshu ondo
1446,candombe
1447,kang
1448,sato kagura
1449,breton music
1450,kizomba
1451,dunedin sound
1452,chau van
1453,cajun music
1454,tropicalismo
1455,psychedelic pop
1456,zarzuela
1457,world music
1458,fado
1459,batuco
1460,operatic pop
1461,indie music
1462,soundtrack
1463,opera
1464,christian punk
1465,piano rock
1466,tinga
1467,progressive folk music
1468,khplam wai
1469,hong kong and cantonese pop
1470,roots rock
1471,hiva usu
1472,kikuyu pop
1473,electro house
1474,chutney-hip hop
1475,australian country music
1476,mugam
1477,jig punk
1478,reggae
1479,kagok
1480,manila sound
1481,quan ho
1482,vallenato
1483,talempong
1484,electroclash
1485,cantinas
1486,mariachi
1487,pop rock
1488,noise rock
1489,hip hop soul
1490,asian american jazz
1491,modal jazz
1492,detroit techno
1493,jarana
1494,world fusion
1495,gunka
1496,rap
1497,bikutsi
1498,freakbeat
1499,coladeira
1500,crossover thrash
1501,bumba-meu-boi
1502,rake-and-scrape
1503,ballet
1504,kaba
1505,marinera
1506,huasteco
1507,gospel music
1508,cumbia
1509,reggaefusion
1510,country rock
1511,electropop
1512,panambih
1513,tarana
1514,new jack swing
1515,slangpolska
1516,ars antiqua
1517,acid house
1518,chamame
1519,de ascultat la servici
1520,bhangramuffin
1521,new wave of new wave
1522,jumpstyle
